timestamp,hr
00.000,80.75
01.000,80.6
02.000,80.45
03.000,80.32
04.000,80.27
05.000,80.18
06.000,80.08
07.000,79.98
08.000,79.87
09.000,79.73
10.000,79.77
11.000,79.78
12.000,79.77
13.000,79.7
14.000,79.58
15.000,79.47
16.000,79.37
17.000,79.3
18.000,79.22
19.000,79.1
20.000,79.02
21.000,78.97
22.000,78.92
23.000,78.95
24.000,79.03
25.000,79.12
26.000,79.28
27.000,79.45
28.000,79.6
29.000,79.77
30.000,79.93
31.000,80.18
32.000,80.38
33.000,80.6
34.000,80.8
35.000,80.97
36.000,80.92
37.000,80.93
38.000,80.97
39.000,81.03
40.000,81.13
41.000,81.2
42.000,81.3
43.000,81.4
44.000,81.48
45.000,81.53
46.000,81.55
47.000,81.57
48.000,81.55
49.000,81.55
50.000,81.57
51.000,81.62
52.000,81.68
53.000,81.63
54.000,81.58
55.000,81.52
56.000,81.43
57.000,81.35
58.000,81.25
59.000,81.17
