timestamp,hr
00.000,76.08
01.000,75.83
02.000,75.57
03.000,75.28
04.000,74.98
05.000,74.55
06.000,74.1
07.000,73.72
08.000,73.27
09.000,72.82
10.000,72.38
11.000,71.97
12.000,71.53
13.000,71.23
14.000,70.98
15.000,70.68
16.000,70.37
17.000,69.98
18.000,69.6
19.000,69.15
20.000,68.72
21.000,68.35
22.000,67.93
23.000,67.55
24.000,67.52
25.000,67.63
26.000,67.8
27.000,67.88
28.000,68.0
29.000,68.12
30.000,68.22
31.000,68.33
32.000,68.43
33.000,68.55
34.000,68.68
35.000,68.8
36.000,68.9
37.000,68.98
38.000,69.07
39.000,69.15
40.000,69.25
41.000,69.35
42.000,69.45
43.000,69.55
44.000,69.68
45.000,69.8
46.000,69.92
47.000,70.07
48.000,70.22
49.000,70.32
50.000,70.48
51.000,70.7
52.000,70.92
53.000,71.17
54.000,71.43
55.000,71.73
56.000,72.03
57.000,72.3
58.000,72.62
59.000,72.95
