timestamp,hr
00.000,83.77
01.000,83.77
02.000,83.75
03.000,83.77
04.000,83.75
05.000,83.73
06.000,83.67
07.000,83.62
08.000,83.62
09.000,83.58
10.000,83.48
11.000,83.4
12.000,83.28
13.000,83.25
14.000,83.15
15.000,82.95
16.000,82.85
17.000,82.82
18.000,82.77
19.000,82.72
20.000,82.7
21.000,82.73
22.000,82.78
23.000,82.85
24.000,82.93
25.000,83.0
26.000,83.02
27.000,83.2
28.000,83.37
29.000,83.52
30.000,83.7
31.000,83.88
32.000,84.05
33.000,84.18
34.000,84.3
35.000,84.45
36.000,84.65
37.000,84.82
38.000,84.98
39.000,85.12
40.000,85.28
41.000,85.35
42.000,85.52
43.000,85.68
44.000,85.87
45.000,86.07
46.000,86.25
47.000,86.42
48.000,86.62
49.000,86.82
50.000,86.87
51.000,86.87
52.000,86.88
53.000,86.95
54.000,87.0
55.000,87.0
56.000,86.83
57.000,86.7
58.000,86.6
59.000,86.53
