timestamp,x,y,z
00.017,0.10774237,0.028731298,9.857229
00.058,0.10774237,0.035914123,9.8548355
00.098,0.10055954,0.021548472,9.866806
00.120,0.11492519,0.035914123,9.842864
00.158,0.11013664,0.047885496,9.842864
00.181,0.10774237,0.04070267,9.857229
00.215,0.11492519,0.047885496,9.883567
00.256,0.11013664,0.03351985,9.876384
00.296,0.090982445,0.026337024,9.876384
00.319,0.10055954,0.05027977,9.852441
00.358,0.09337672,0.019154198,9.8548355
00.402,0.105348095,0.03351985,9.869201
00.421,0.10055954,0.03351985,9.862018
00.461,0.11253092,0.05985687,9.876384
00.483,0.11253092,0.031125572,9.873989
00.522,0.09577099,0.045491222,9.852441
00.558,0.09577099,0.043096945,9.876384
00.598,0.09577099,0.052674048,9.871595
00.623,0.102953814,0.019154198,9.842864
00.661,0.105348095,0.035914123,9.864412
00.701,0.11013664,0.04070267,9.845258
00.718,0.090982445,0.043096945,9.869201
00.758,0.11253092,0.028731298,9.859624
00.799,0.09577099,0.05506832,9.873989
00.816,0.098165266,0.038308397,9.862018
00.855,0.11013664,0.047885496,9.869201
00.895,0.11013664,0.028731298,9.859624
00.936,0.105348095,0.038308397,9.850046
00.956,0.12450229,0.04070267,9.850046
00.996,0.105348095,0.028731298,9.869201
01.018,0.12929083,0.019154198,9.847652
01.062,0.105348095,0.04070267,9.862018
01.101,0.11253092,0.04070267,9.852441
01.139,0.10774237,0.028731298,9.847652
01.158,0.11253092,0.023942748,9.8548355
01.205,0.10055954,0.038308397,9.862018
01.225,0.117319465,0.021548472,9.866806
01.256,0.102953814,0.052674048,9.852441
01.295,0.105348095,0.035914123,9.859624
01.336,0.09337672,0.045491222,9.859624
01.356,0.10055954,0.023942748,9.852441
01.397,0.102953814,0.047885496,9.8548355
01.441,0.11971374,0.04070267,9.866806
01.460,0.102953814,0.028731298,9.8787775
01.500,0.09577099,0.03351985,9.8548355
01.538,0.09337672,0.031125572,9.885961
01.558,0.117319465,0.05027977,9.852441
01.598,0.10774237,0.038308397,9.857229
01.638,0.117319465,0.026337024,9.845258
01.661,0.098165266,0.03351985,9.850046
01.697,0.09337672,0.04070267,9.864412
01.739,0.09337672,0.05027977,9.871595
01.757,0.10055954,0.043096945,9.871595
01.797,0.10055954,0.05027977,9.869201
01.838,0.105348095,0.035914123,9.873989
01.858,0.098165266,0.03351985,9.842864
01.899,0.12450229,0.03351985,9.847652
01.939,0.09337672,0.014365649,9.862018
01.980,0.11253092,0.052674048,9.850046
01.997,0.09337672,0.031125572,9.857229
02.040,0.10774237,0.038308397,9.859624
02.079,0.083799616,0.028731298,9.845258
02.099,0.12689656,0.035914123,9.862018
02.137,0.11253092,0.03351985,9.842864
02.162,0.102953814,0.045491222,9.873989
02.199,0.11253092,0.028731298,9.866806
02.235,0.105348095,0.028731298,9.873989
02.276,0.12210801,0.038308397,9.876384
02.296,0.10774237,0.0670397,9.8237095
02.338,0.10774237,0.035914123,9.838076
02.377,0.105348095,0.026337024,9.850046
02.397,0.11253092,0.035914123,9.869201
02.438,0.11013664,0.028731298,9.859624
02.476,0.102953814,0.047885496,9.869201
02.516,0.11013664,0.047885496,9.871595
02.535,0.102953814,0.031125572,9.857229
02.575,0.098165266,0.052674048,9.866806
02.614,0.098165266,0.028731298,9.864412
02.635,0.11253092,0.052674048,9.842864
02.675,0.10774237,0.052674048,9.850046
02.717,0.102953814,0.03351985,9.8548355
02.734,0.098165266,0.038308397,9.850046
02.780,0.10055954,0.038308397,9.866806
02.819,0.10055954,0.03351985,9.864412
02.841,0.11013664,0.045491222,9.852441
02.880,0.11971374,0.019154198,9.862018
02.918,0.10055954,0.04070267,9.845258
02.941,0.09577099,0.04070267,9.876384
02.978,0.10055954,0.045491222,9.842864
03.001,0.11253092,0.035914123,9.8548355
03.043,0.090982445,0.03351985,9.866806
03.082,0.11013664,0.035914123,9.866806
03.120,0.10055954,0.026337024,9.859624
03.139,0.098165266,0.03351985,9.842864
03.182,0.090982445,0.035914123,9.847652
03.219,0.105348095,0.016759925,9.845258
03.239,0.105348095,0.023942748,9.873989
03.277,0.11253092,0.05027977,9.871595
03.317,0.098165266,0.038308397,9.866806
03.337,0.11013664,0.045491222,9.845258
03.380,0.11253092,0.019154198,9.847652
03.420,0.09577099,0.038308397,9.859624
03.441,0.10774237,0.04070267,9.876384
03.481,0.11253092,0.031125572,9.869201
03.521,0.090982445,0.023942748,9.864412
03.538,0.09577099,0.038308397,9.859624
03.584,0.105348095,0.045491222,9.881172
03.605,0.10774237,0.05027977,9.881172
03.640,0.10774237,0.045491222,9.893144
03.681,0.09577099,0.028731298,9.771035
03.722,0.08858817,0.028731298,9.838076
03.740,0.102953814,0.021548472,9.912297
03.782,0.098165266,0.031125572,9.905115
03.820,0.10774237,0.031125572,9.893144
03.841,0.090982445,0.038308397,9.835681
03.882,0.10055954,0.03351985,9.845258
03.920,0.09337672,0.045491222,9.835681
03.942,0.102953814,0.038308397,9.897932
03.980,0.102953814,0.03351985,9.871595
04.019,0.11492519,0.021548472,9.876384
04.042,0.105348095,0.03351985,9.852441
04.078,0.11253092,0.031125572,9.862018
04.122,0.11253092,0.038308397,9.850046
04.160,0.11253092,0.038308397,9.859624
04.180,0.10055954,0.04070267,9.866806
04.218,0.10774237,0.035914123,9.869201
04.257,0.10774237,0.038308397,9.888355
04.277,0.083799616,0.038308397,9.8548355
04.318,0.10774237,0.038308397,9.864412
04.358,0.11492519,0.03351985,9.847652
04.380,0.09337672,0.021548472,9.852441
04.418,0.11013664,0.047885496,9.8548355
04.459,0.09577099,0.03351985,9.8548355
04.479,0.10055954,0.043096945,9.866806
04.519,0.12210801,0.04070267,9.864412
04.562,0.10774237,0.05506832,9.857229
04.582,0.098165266,0.023942748,9.876384
04.622,0.10774237,0.038308397,9.8237095
04.660,0.11492519,0.05027977,9.845258
04.682,0.105348095,0.05027977,9.859624
04.718,0.098165266,0.03351985,9.890749
04.759,0.08619389,0.031125572,9.833286
04.800,0.12450229,0.026337024,9.809344
04.822,0.10774237,0.03351985,9.890749
04.862,0.105348095,0.045491222,9.840469
04.900,0.117319465,0.035914123,9.8548355
04.921,0.13168511,0.019154198,9.864412
04.961,0.10055954,0.035914123,9.876384
05.000,0.11013664,0.043096945,9.862018
05.020,0.117319465,0.05027977,9.8787775
05.060,0.102953814,0.031125572,9.881172
05.101,0.098165266,0.04070267,9.847652
05.120,0.11971374,0.023942748,9.8548355
05.160,0.102953814,0.038308397,9.859624
05.184,0.102953814,0.038308397,9.859624
05.218,0.10055954,0.047885496,9.859624
05.257,0.10055954,0.035914123,9.871595
05.298,0.102953814,0.028731298,9.873989
05.319,0.10774237,0.019154198,9.859624
05.362,0.105348095,0.047885496,9.859624
05.402,0.117319465,0.03351985,9.838076
05.423,0.098165266,0.057462595,9.873989
05.464,0.117319465,0.019154198,9.842864
05.502,0.10055954,0.038308397,9.8548355
05.521,0.11492519,0.014365649,9.864412
