timestamp,x,y,z
00.007,0.105348095,0.028731298,9.75667
00.026,0.102953814,0.031125572,9.917087
00.066,0.090982445,0.035914123,9.847652
00.104,0.10774237,0.04070267,9.830893
00.123,0.102953814,0.023942748,9.862018
00.167,0.102953814,0.03351985,9.871595
00.188,0.102953814,0.038308397,9.984126
00.223,0.10055954,0.011971374,9.821315
00.261,0.105348095,0.023942748,9.751882
00.301,0.08619389,0.026337024,9.802161
00.322,0.083799616,0.03351985,9.838076
00.366,0.102953814,0.028731298,9.792584
00.403,0.090982445,0.031125572,9.905115
00.424,0.10055954,0.014365649,9.811738
00.464,0.10055954,0.04070267,9.847652
00.507,0.105348095,0.028731298,9.821315
00.528,0.098165266,0.031125572,9.960183
00.567,0.09577099,0.028731298,9.876384
00.609,0.098165266,0.038308397,9.955395
00.628,0.102953814,0.009577099,9.742304
00.663,0.11253092,0.028731298,9.8237095
00.704,0.08858817,0.035914123,9.775824
00.750,0.11253092,0.031125572,9.859624
00.766,0.098165266,0.035914123,9.785401
00.806,0.10055954,0.043096945,9.883567
00.827,0.102953814,0.026337024,9.783007
00.863,0.105348095,0.028731298,9.921875
00.903,0.105348095,0.0071828244,9.804555
00.942,0.105348095,0.035914123,9.799767
00.961,0.09577099,0.026337024,9.907509
01.002,0.083799616,0.052674048,9.945818
01.041,0.105348095,0.019154198,9.787795
01.062,0.08619389,0.05027977,9.976943
01.101,0.11971374,0.035914123,9.871595
01.141,0.11253092,0.028731298,9.852441
01.185,0.117319465,0.019154198,9.862018
01.201,0.090982445,0.021548472,9.826104
01.243,0.11013664,0.031125572,9.847652
01.281,0.090982445,0.045491222,9.79019
01.302,0.105348095,0.047885496,9.907509
01.342,0.10055954,0.023942748,9.785401
01.364,0.102953814,0.031125572,9.909904
01.404,0.105348095,0.023942748,9.79019
01.445,0.102953814,0.021548472,9.845258
01.465,0.098165266,0.016759925,9.847652
01.508,0.098165266,0.047885496,9.909904
01.547,0.10055954,0.019154198,9.732727
01.566,0.090982445,0.021548472,9.955395
01.606,0.090982445,0.019154198,9.850046
01.643,0.105348095,0.052674048,9.873989
01.666,0.09577099,0.0023942748,9.766247
01.705,0.098165266,0.028731298,9.833286
01.747,0.10055954,0.026337024,9.787795
01.787,0.07901107,0.023942748,9.90272
01.808,0.10055954,0.016759925,9.783007
01.848,0.083799616,0.03351985,9.881172
01.887,0.105348095,0.031125572,9.804555
01.907,0.09337672,0.03351985,9.945818
01.945,0.098165266,0.035914123,9.835681
01.968,0.07901107,0.028731298,9.845258
02.005,0.083799616,0.03351985,9.845258
02.046,0.10055954,0.04070267,9.905115
02.089,0.09577099,0.038308397,9.80695
02.108,0.102953814,0.028731298,10.000886
02.150,0.105348095,0.023942748,9.881172
02.170,0.08858817,0.026337024,9.811738
02.207,0.11013664,0.014365649,9.787795
02.241,0.09337672,0.038308397,9.8237095
02.282,0.098165266,0.045491222,9.794978
02.305,0.12210801,0.052674048,9.93624
02.343,0.10774237,0.026337024,9.814133
02.385,0.08858817,0.052674048,9.943423
02.423,0.098165266,0.031125572,9.842864
02.446,0.090982445,0.05985687,9.9889145
02.487,0.11971374,0.026337024,9.881172
02.524,0.10055954,0.031125572,9.842864
02.544,0.09337672,0.043096945,9.888355
02.585,0.09577099,0.05506832,10.010463
02.608,0.09337672,0.021548472,9.811738
02.645,0.10055954,0.03351985,9.972155
02.689,0.117319465,0.026337024,9.895537
02.711,0.09337672,0.057462595,9.852441
02.750,0.11492519,0.021548472,9.816526
02.789,0.10055954,0.031125572,9.909904
02.828,0.090982445,0.021548472,9.876384
02.850,0.11253092,0.014365649,9.840469
02.891,0.08619389,0.05506832,9.914692
02.910,0.090982445,0.016759925,9.780613
02.950,0.076616794,0.047885496,9.871595
02.990,0.09577099,0.04070267,9.895537
03.010,0.11253092,0.031125572,9.828498
03.051,0.102953814,0.03351985,9.847652
03.090,0.098165266,0.045491222,9.893144
03.112,0.105348095,0.009577099,9.838076
03.150,0.08619389,0.05027977,9.862018
03.186,0.08140534,0.028731298,9.8787775
03.229,0.11492519,0.021548472,9.866806
03.263,0.09337672,0.038308397,9.842864
03.284,0.090982445,0.03351985,9.862018
03.325,0.08858817,0.038308397,9.852441
03.364,0.11492519,0.014365649,9.862018
03.384,0.105348095,0.038308397,9.857229
03.425,0.09577099,0.026337024,9.876384
03.465,0.117319465,0.026337024,9.881172
03.487,0.09577099,0.026337024,9.864412
03.530,0.11253092,0.026337024,9.864412
03.552,0.09577099,0.021548472,9.869201
03.590,0.08140534,0.023942748,9.838076
03.629,0.10055954,0.03351985,9.869201
03.650,0.102953814,0.026337024,9.8548355
03.689,0.083799616,0.043096945,9.857229
03.727,0.11492519,0.019154198,9.857229
03.768,0.105348095,0.043096945,9.900327
03.787,0.08858817,0.026337024,9.828498
03.828,0.11492519,0.031125572,9.871595
03.864,0.117319465,0.04070267,9.866806
03.886,0.11253092,0.03351985,9.873989
03.926,0.090982445,0.04070267,9.866806
03.968,0.102953814,0.023942748,9.845258
03.986,0.098165266,0.011971374,9.8787775
04.027,0.105348095,0.028731298,9.821315
04.069,0.09337672,0.031125572,9.847652
04.087,0.098165266,0.014365649,9.871595
