timestamp,x,y,z
00.006,0.10774237,0.038308397,9.869201
00.044,0.08858817,0.052674048,9.8548355
00.084,0.11013664,0.038308397,9.859624
00.105,0.117319465,0.035914123,9.862018
00.144,0.11013664,0.023942748,9.862018
00.183,0.102953814,0.03351985,9.857229
00.205,0.11492519,0.038308397,9.871595
00.244,0.098165266,0.031125572,9.866806
00.286,0.10055954,0.028731298,9.857229
00.305,0.117319465,0.043096945,9.835681
00.346,0.11492519,0.028731298,9.847652
00.390,0.11492519,0.04070267,9.864412
00.410,0.10774237,0.045491222,9.838076
00.450,0.102953814,0.021548472,9.859624
00.489,0.10774237,0.035914123,9.857229
00.509,0.105348095,0.023942748,9.850046
00.548,0.12210801,0.026337024,9.840469
00.588,0.09577099,0.021548472,9.883567
00.610,0.117319465,0.045491222,9.852441
00.651,0.11492519,0.03351985,9.873989
00.690,0.12210801,0.023942748,9.840469
00.708,0.117319465,0.011971374,9.862018
00.749,0.12210801,0.043096945,9.850046
00.785,0.08858817,0.03351985,9.8548355
00.809,0.105348095,0.031125572,9.8548355
00.847,0.11971374,0.031125572,9.864412
00.891,0.10774237,0.052674048,9.838076
00.909,0.11253092,0.028731298,9.864412
00.950,0.10774237,0.047885496,9.864412
00.989,0.098165266,0.043096945,9.862018
01.027,0.12450229,0.04070267,9.864412
01.050,0.105348095,0.035914123,9.850046
01.090,0.09337672,0.021548472,9.885961
01.110,0.117319465,0.045491222,9.850046
01.150,0.102953814,0.045491222,9.8548355
01.185,0.09577099,0.031125572,9.840469
01.223,0.11253092,0.04070267,9.845258
01.244,0.102953814,0.052674048,9.845258
01.286,0.102953814,0.028731298,9.857229
01.325,0.117319465,0.016759925,9.850046
01.346,0.12450229,0.047885496,9.866806
01.390,0.11492519,0.035914123,9.852441
01.432,0.102953814,0.04070267,9.845258
01.448,0.105348095,0.021548472,9.840469
01.489,0.098165266,0.026337024,9.857229
01.530,0.11013664,0.038308397,9.845258
01.548,0.11492519,0.05985687,9.821315
01.589,0.11013664,0.043096945,9.811738
01.629,0.11492519,0.04070267,9.859624
01.650,0.11492519,0.04070267,9.857229
01.689,0.11013664,0.03351985,9.881172
01.726,0.10774237,0.038308397,9.852441
01.764,0.10774237,0.045491222,9.835681
01.783,0.11492519,0.057462595,9.840469
01.823,0.10774237,0.028731298,9.847652
01.863,0.098165266,0.052674048,9.873989
01.883,0.10774237,0.023942748,9.876384
01.922,0.10774237,0.038308397,9.835681
