timestamp,x,y,z
00.018,1.2234744,-8.490098,-3.5962007
00.036,1.2617828,-8.549955,-3.6392977
00.058,1.2761484,-8.74868,-3.8859081
00.098,0.8356019,-9.177256,-4.975303
00.141,0.7637737,-9.438231,-4.8220696
00.160,0.7733508,-9.325701,-4.4844766
00.201,1.0127783,-8.734315,-4.45814
00.226,1.0343267,-8.628966,-4.415043
00.274,0.7015225,-8.511647,-4.04393
00.295,0.6488485,-8.480521,-3.7709827
00.334,0.3328042,-8.631361,-3.964919
00.377,0.87630457,-8.763046,-4.5084195
00.396,1.2617828,-8.827691,-4.635316
00.443,1.1708003,-8.839663,-4.3767343
00.479,1.0462981,-8.739103,-4.1540666
00.502,1.158829,-8.775017,-4.2402606
00.538,0.9888355,-8.789383,-4.350397
00.579,1.0319325,-8.672064,-4.3623686
00.596,1.0271438,-8.710372,-4.3695517
00.638,0.85954463,-8.636149,-4.599402
00.677,0.8140534,-8.710372,-4.5610933
00.696,0.7110996,-8.791777,-4.4461684
00.740,0.73743665,-8.849239,-4.3839173
00.778,0.7853221,-8.983319,-4.173221
00.799,0.9624985,-9.035994,-3.9888618
00.837,1.0223553,-8.870789,-3.5794408
00.876,0.9864412,-8.794171,-3.4477558
00.917,1.3910737,-8.803748,-3.624932
00.937,1.4078336,-8.925857,-3.7494342
00.979,1.2569942,-8.964165,-4.065479
00.999,0.9289786,-8.968953,-4.0559015
01.037,0.9122187,-9.055147,-4.295329
01.076,0.6105401,-9.07909,-4.3599744
01.116,0.9720756,-8.789383,-4.14449
01.138,0.9337672,-8.767835,-3.9361877
01.179,0.9601042,-8.696006,-4.242655
01.200,1.0726352,-8.779806,-4.0582957
01.237,1.0774237,-8.842057,-4.0918155
01.275,1.0008069,-8.607418,-3.9529476
01.314,0.40223816,-9.040782,-3.8140798
01.335,0.71588814,-9.040782,-3.902668
01.376,1.0247496,-8.8636055,-4.065479
01.420,0.845179,-8.971348,-3.9313993
01.439,0.9122187,-8.897125,-3.7949257
01.479,1.2905141,-8.882759,-3.9840732
01.521,1.5203645,-9.160496,-4.783761
01.538,1.1947432,-10.190034,-5.260222
01.580,1.9872481,-8.786988,-3.9194279
01.620,0.6656084,-9.107821,-4.4318027
01.640,0.71588814,-8.988108,-5.255433
01.676,0.46209505,-8.200391,-5.2243075
01.717,-0.098165266,-8.075889,-4.4749
01.757,0.52913475,-8.20518,-3.294522
01.779,1.489239,-7.8125186,-3.4956412
01.818,2.6815877,-7.953781,-3.9457648
01.857,2.2554069,-8.023215,-1.9561225
01.878,2.370332,-8.4230585,-1.359948
01.921,2.7127132,-10.360027,-3.78056
01.957,2.5068057,-10.477346,-4.065479
01.977,2.5618742,-10.125388,-4.8843207
02.017,2.2123098,-8.537984,-4.539545
02.057,0.5554718,-9.002473,-2.6863763
02.077,0.74222517,-9.064724,-3.3950818
02.121,1.8292259,-9.320911,-3.8763309
02.142,1.8747171,-9.371192,-3.972102
02.180,1.9944309,-9.387952,-3.3519847
02.216,1.8675344,-8.976136,-2.80609
02.254,1.7478206,-8.813326,-2.796513
02.296,2.2985039,-8.6984005,-3.057489
02.314,2.2697725,-8.801354,-3.040729
02.359,1.4581133,-9.047964,-3.093403
02.394,2.3583608,-9.105427,-2.8683412
02.416,2.779753,-8.945011,-2.8970726
02.455,2.760599,-8.76544,-3.007209
02.495,2.5499027,-9.117398,-3.0910087
02.515,2.343995,-9.150918,-3.1388943
02.557,1.786129,-9.074302,-3.2442424
02.598,2.0614705,-9.031204,-3.354379
02.620,1.8795058,-9.076695,-3.2107224
02.659,2.176396,-8.873182,-3.0119977
02.696,2.19555,-9.093455,-2.8348215
02.717,2.2745612,-9.141341,-2.7869358
02.757,2.2865324,-9.088667,-2.892284
02.797,2.1045675,-9.141341,-2.7462332
02.817,2.1500587,-9.069513,-2.7893302
02.856,2.0973847,-8.964165,-2.8084843
02.897,2.056682,-9.265843,-3.0096035
02.917,2.0662591,-9.153313,-2.80609
02.958,2.456526,-9.450203,-2.8611584
02.996,2.176396,-9.035994,-2.743839
03.018,2.2075214,-9.26345,-2.935381
03.057,2.4182177,-9.126976,-2.8587642
03.099,2.248224,-9.074302,-2.8803127
03.120,2.2266755,-9.115005,-2.8491871
03.156,2.2937152,-9.098245,-2.9138324
03.198,2.221887,-9.174861,-2.8539755
03.225,1.9441512,-9.035994,-2.796513
03.255,2.056682,-9.28021,-2.7773588
03.296,2.4182177,-9.177256,-2.9138324
03.317,2.3272352,-9.203592,-3.0024207
03.356,2.1931558,-9.067119,-2.954535
03.398,2.5929997,-8.846846,-2.604971
03.437,2.545114,-9.182044,-2.885101
03.459,2.142876,-9.179649,-3.1029801
03.503,1.7909175,-9.210775,-3.162837
03.520,1.8100717,-9.165284,-3.1676257
03.558,1.8148603,-9.1940155,-3.5315554
03.596,1.6041641,-9.055147,-3.4238129
03.635,1.7813405,-8.990502,-3.2346652
03.655,2.0925963,-9.115005,-3.2298768
03.694,2.1811843,-8.952193,-3.1293173
03.737,2.7127132,-8.743892,-3.0455174
03.756,2.719896,-8.722343,-3.0167863
03.795,2.5283542,-8.767835,-3.0263634
03.834,2.4373717,-8.846846,-3.0167863
03.855,2.4110348,-9.014444,-3.3831103
03.895,2.2434354,-8.909097,-3.6871831
03.934,2.2697725,-8.727132,-3.8284454
03.957,2.1907616,-8.5882635,-3.790137
03.997,2.030345,-8.736709,-3.6009893
04.041,2.2841382,-8.717555,-3.8954852
04.061,2.3679378,-8.739103,-3.7757714
04.097,2.3152637,-8.6433325,-4.168432
04.136,2.238647,-8.638543,-4.479688
04.159,2.2194927,-8.645726,-4.819675
04.199,2.1045675,-8.427847,-4.929812
04.236,2.22907,-8.46855,-5.090228
04.276,2.17879,-8.430242,-5.478101
04.295,2.2554069,-8.693612,-5.5571117
04.336,3.0048149,-8.494887,-5.140508
04.375,2.0782306,-8.123775,-6.057515
04.398,2.2793496,-7.5850625,-5.150085
04.437,2.2194927,-6.229903,-3.8763309
04.460,1.9848539,-6.308914,-3.6392977
04.500,2.4996228,-7.204373,-4.1971636
04.537,1.9465454,-7.003254,-4.314483
04.578,1.6281068,-7.458166,-4.0822387
04.597,1.5706443,-8.035186,-3.9409764
04.638,1.690358,-8.751075,-4.3456087
04.677,1.5897985,-8.449396,-4.9609375
04.698,1.6664152,-9.256267,-5.5786605
04.738,0.57462597,-9.526819,-4.640105
04.779,1.4293821,-9.737515,-4.2642035
04.800,1.3671309,-9.864412,-4.271386
04.841,-0.38787252,-8.93304,-1.7071179
04.878,1.7933118,-10.185245,-1.6328955
04.897,2.1404817,-10.05356,-3.9577363
04.938,1.5179702,-9.457385,-4.14449
04.981,1.2258687,-9.730332,-1.6520497
05.001,0.7134939,-9.708784,-2.0925963
05.042,0.20351335,-9.565128,-2.7390504
05.083,0.69673395,-9.435837,-2.5714512
05.102,0.9194015,-9.289786,-2.432583
05.138,1.1923488,-9.126976,-2.710319
05.178,0.9912298,-9.335278,-2.7031362
05.232,0.90982443,-9.45978,-2.2721667
